float,panel,row_label,column_label,stat,value_script
table_1,main,Civic Duty,Aug. 2006,est,0.018
table_1,main,Civic Duty,Nov. 2006,est,0.041
table_1,main,Civic Duty,Jan. 2008,est,0.278
table_1,main,Civic Duty,Aug. 2008,est,-0.105
table_1,main,Civic Duty,Nov. 2008,est,-0.078
table_1,main,Civic Duty,Aug. 2010,est,0.067
table_1,main,Civic Duty,Nov. 2010,est,-0.035
table_1,main,Civic Duty,Feb. 2012,est,-0.023
table_1,main,Civic Duty,Aug. 2012,est,-0.105
table_1,main,Civic Duty,Nov. 2012,est,-0.173
table_1,main,Civic Duty,Aug. 2006,se,0.003
table_1,main,Civic Duty,Nov. 2006,se,0.105
table_1,main,Civic Duty,Jan. 2008,se,0.180
table_1,main,Civic Duty,Aug. 2008,se,0.186
table_1,main,Civic Duty,Nov. 2008,se,0.098
table_1,main,Civic Duty,Aug. 2010,se,0.183
table_1,main,Civic Duty,Nov. 2010,se,0.151
table_1,main,Civic Duty,Feb. 2012,se,0.181
table_1,main,Civic Duty,Aug. 2012,se,0.187
table_1,main,Civic Duty,Nov. 2012,se,0.136
table_1,main,Hawthorne,Aug. 2006,est,0.025
table_1,main,Hawthorne,Nov. 2006,est,-0.014
table_1,main,Hawthorne,Jan. 2008,est,0.117
table_1,main,Hawthorne,Aug. 2008,est,0.118
table_1,main,Hawthorne,Nov. 2008,est,-0.109
table_1,main,Hawthorne,Aug. 2010,est,0.166
table_1,main,Hawthorne,Nov. 2010,est,-0.176
table_1,main,Hawthorne,Feb. 2012,est,0.114
table_1,main,Hawthorne,Aug. 2012,est,0.060
table_1,main,Hawthorne,Nov. 2012,est,-0.001
table_1,main,Hawthorne,Aug. 2006,se,0.003
table_1,main,Hawthorne,Nov. 2006,se,0.077
table_1,main,Hawthorne,Jan. 2008,se,0.130
table_1,main,Hawthorne,Aug. 2008,se,0.127
table_1,main,Hawthorne,Nov. 2008,se,0.073
table_1,main,Hawthorne,Aug. 2010,se,0.131
table_1,main,Hawthorne,Nov. 2010,se,0.115
table_1,main,Hawthorne,Feb. 2012,se,0.130
table_1,main,Hawthorne,Aug. 2012,se,0.131
table_1,main,Hawthorne,Nov. 2012,se,0.094
table_1,main,Self,Aug. 2006,est,0.050
table_1,main,Self,Nov. 2006,est,0.050
table_1,main,Self,Jan. 2008,est,0.133
table_1,main,Self,Aug. 2008,est,0.169
table_1,main,Self,Nov. 2008,est,-0.010
table_1,main,Self,Aug. 2010,est,0.134
table_1,main,Self,Nov. 2010,est,0.052
table_1,main,Self,Feb. 2012,est,0.073
table_1,main,Self,Aug. 2012,est,0.185
table_1,main,Self,Nov. 2012,est,0.055
table_1,main,Self,Aug. 2006,se,0.003
table_1,main,Self,Nov. 2006,se,0.038
table_1,main,Self,Jan. 2008,se,0.066
table_1,main,Self,Aug. 2008,se,0.064
table_1,main,Self,Nov. 2008,se,0.035
table_1,main,Self,Aug. 2010,se,0.066
table_1,main,Self,Nov. 2010,se,0.055
table_1,main,Self,Feb. 2012,se,0.066
table_1,main,Self,Aug. 2012,se,0.065
table_1,main,Self,Nov. 2012,se,0.047
table_1,main,Neighbors,Aug. 2006,est,0.083
table_1,main,Neighbors,Nov. 2006,est,0.128
table_1,main,Neighbors,Jan. 2008,est,0.146
table_1,main,Neighbors,Aug. 2008,est,0.125
table_1,main,Neighbors,Nov. 2008,est,0.017
table_1,main,Neighbors,Aug. 2010,est,0.122
table_1,main,Neighbors,Nov. 2010,est,0.047
table_1,main,Neighbors,Feb. 2012,est,0.072
table_1,main,Neighbors,Aug. 2012,est,0.061
table_1,main,Neighbors,Nov. 2012,est,-0.002
table_1,main,Neighbors,Aug. 2006,se,0.003
table_1,main,Neighbors,Nov. 2006,se,0.022
table_1,main,Neighbors,Jan. 2008,se,0.040
table_1,main,Neighbors,Aug. 2008,se,0.039
table_1,main,Neighbors,Nov. 2008,se,0.021
table_1,main,Neighbors,Aug. 2010,se,0.040
table_1,main,Neighbors,Nov. 2010,se,0.033
table_1,main,Neighbors,Feb. 2012,se,0.040
table_1,main,Neighbors,Aug. 2012,se,0.040
table_1,main,Neighbors,Nov. 2012,se,0.029
table_1,main,All Instruments,Nov. 2006,est,0.108
table_1,main,All Instruments,Jan. 2008,est,0.142
table_1,main,All Instruments,Aug. 2008,est,0.135
table_1,main,All Instruments,Nov. 2008,est,0.009
table_1,main,All Instruments,Aug. 2010,est,0.126
table_1,main,All Instruments,Nov. 2010,est,0.043
table_1,main,All Instruments,Feb. 2012,est,0.073
table_1,main,All Instruments,Aug. 2012,est,0.089
table_1,main,All Instruments,Nov. 2012,est,0.011
table_1,main,All Instruments,Nov. 2006,se,0.021
table_1,main,All Instruments,Jan. 2008,se,0.036
table_1,main,All Instruments,Aug. 2008,se,0.036
table_1,main,All Instruments,Nov. 2008,se,0.019
table_1,main,All Instruments,Aug. 2010,se,0.037
table_1,main,All Instruments,Nov. 2010,se,0.030
table_1,main,All Instruments,Feb. 2012,se,0.036
table_1,main,All Instruments,Aug. 2012,se,0.036
table_1,main,All Instruments,Nov. 2012,se,0.026
table_1,main,Untreated Compliers,Nov. 2006,lo,0.845
table_1,main,Untreated Compliers,Nov. 2006,hi,0.943
table_1,main,Untreated Compliers,Jan. 2008,lo,0.194
table_1,main,Untreated Compliers,Jan. 2008,hi,0.362
table_1,main,Untreated Compliers,Aug. 2008,lo,0.274
table_1,main,Untreated Compliers,Aug. 2008,hi,0.398
table_1,main,Untreated Compliers,Nov. 2008,lo,0.912
table_1,main,Untreated Compliers,Nov. 2008,hi,1.034
table_1,main,Untreated Compliers,Aug. 2010,lo,0.419
table_1,main,Untreated Compliers,Aug. 2010,hi,0.472
table_1,main,Untreated Compliers,Nov. 2010,lo,0.766
table_1,main,Untreated Compliers,Nov. 2010,hi,0.986
table_1,main,Untreated Compliers,Feb. 2012,lo,0.330
table_1,main,Untreated Compliers,Feb. 2012,hi,0.453
table_1,main,Untreated Compliers,Aug. 2012,lo,0.286
table_1,main,Untreated Compliers,Aug. 2012,hi,0.469
table_1,main,Untreated Compliers,Nov. 2012,lo,0.806
table_1,main,Untreated Compliers,Nov. 2012,hi,0.950
table_2,main,Civic Duty,Nov. 2007,est,0.014
table_2,main,Civic Duty,Jan. 2008,est,0.180
table_2,main,Civic Duty,Aug. 2008,est,0.642
table_2,main,Civic Duty,Nov. 2008,est,-0.016
table_2,main,Civic Duty,Aug. 2010,est,0.814
table_2,main,Civic Duty,Nov. 2010,est,-0.101
table_2,main,Civic Duty,Feb. 2012,est,0.248
table_2,main,Civic Duty,Aug. 2012,est,-0.322
table_2,main,Civic Duty,Nov. 2012,est,-0.042
table_2,main,Civic Duty,Nov. 2007,se,0.006
table_2,main,Civic Duty,Jan. 2008,se,0.466
table_2,main,Civic Duty,Aug. 2008,se,0.468
table_2,main,Civic Duty,Nov. 2008,se,0.326
table_2,main,Civic Duty,Aug. 2010,se,0.522
table_2,main,Civic Duty,Nov. 2010,se,0.493
table_2,main,Civic Duty,Feb. 2012,se,0.423
table_2,main,Civic Duty,Aug. 2012,se,0.539
table_2,main,Civic Duty,Nov. 2012,se,0.433
table_2,main,Shown 2005 Vote,Nov. 2007,est,0.050
table_2,main,Shown 2005 Vote,Jan. 2008,est,0.373
table_2,main,Shown 2005 Vote,Aug. 2008,est,0.218
table_2,main,Shown 2005 Vote,Nov. 2008,est,0.066
table_2,main,Shown 2005 Vote,Aug. 2010,est,0.121
table_2,main,Shown 2005 Vote,Nov. 2010,est,0.077
table_2,main,Shown 2005 Vote,Feb. 2012,est,-0.148
table_2,main,Shown 2005 Vote,Aug. 2012,est,-0.036
table_2,main,Shown 2005 Vote,Nov. 2012,est,0.140
table_2,main,Shown 2005 Vote,Nov. 2007,se,0.005
table_2,main,Shown 2005 Vote,Jan. 2008,se,0.091
table_2,main,Shown 2005 Vote,Aug. 2008,se,0.086
table_2,main,Shown 2005 Vote,Nov. 2008,se,0.062
table_2,main,Shown 2005 Vote,Aug. 2010,se,0.091
table_2,main,Shown 2005 Vote,Nov. 2010,se,0.089
table_2,main,Shown 2005 Vote,Feb. 2012,se,0.086
table_2,main,Shown 2005 Vote,Aug. 2012,se,0.091
table_2,main,Shown 2005 Vote,Nov. 2012,se,0.081
table_2,main,Shown 2006 Vote,Nov. 2007,est,0.045
table_2,main,Shown 2006 Vote,Jan. 2008,est,0.298
table_2,main,Shown 2006 Vote,Aug. 2008,est,0.120
table_2,main,Shown 2006 Vote,Nov. 2008,est,0.128
table_2,main,Shown 2006 Vote,Aug. 2010,est,0.032
table_2,main,Shown 2006 Vote,Nov. 2010,est,0.181
table_2,main,Shown 2006 Vote,Feb. 2012,est,-0.096
table_2,main,Shown 2006 Vote,Aug. 2012,est,-0.235
table_2,main,Shown 2006 Vote,Nov. 2012,est,0.066
table_2,main,Shown 2006 Vote,Nov. 2007,se,0.005
table_2,main,Shown 2006 Vote,Jan. 2008,se,0.101
table_2,main,Shown 2006 Vote,Aug. 2008,se,0.097
table_2,main,Shown 2006 Vote,Nov. 2008,se,0.068
table_2,main,Shown 2006 Vote,Aug. 2010,se,0.103
table_2,main,Shown 2006 Vote,Nov. 2010,se,0.099
table_2,main,Shown 2006 Vote,Feb. 2012,se,0.094
table_2,main,Shown 2006 Vote,Aug. 2012,se,0.109
table_2,main,Shown 2006 Vote,Nov. 2012,se,0.091
table_2,main,All Instruments,Jan. 2008,est,0.336
table_2,main,All Instruments,Aug. 2008,est,0.183
table_2,main,All Instruments,Nov. 2008,est,0.092
table_2,main,All Instruments,Aug. 2010,est,0.095
table_2,main,All Instruments,Nov. 2010,est,0.119
table_2,main,All Instruments,Feb. 2012,est,-0.118
table_2,main,All Instruments,Aug. 2012,est,-0.128
table_2,main,All Instruments,Nov. 2012,est,0.104
table_2,main,All Instruments,Jan. 2008,se,0.067
table_2,main,All Instruments,Aug. 2008,se,0.064
table_2,main,All Instruments,Nov. 2008,se,0.046
table_2,main,All Instruments,Aug. 2010,se,0.068
table_2,main,All Instruments,Nov. 2010,se,0.066
table_2,main,All Instruments,Feb. 2012,se,0.063
table_2,main,All Instruments,Aug. 2012,se,0.070
table_2,main,All Instruments,Nov. 2012,se,0.061
table_2,main,Untreated Compliers,Jan. 2008,lo,0.191
table_2,main,Untreated Compliers,Jan. 2008,hi,0.525
table_2,main,Untreated Compliers,Aug. 2008,lo,-0.157
table_2,main,Untreated Compliers,Aug. 2008,hi,0.247
table_2,main,Untreated Compliers,Nov. 2008,lo,0.838
table_2,main,Untreated Compliers,Nov. 2008,hi,1.024
table_2,main,Untreated Compliers,Aug. 2010,lo,0.017
table_2,main,Untreated Compliers,Aug. 2010,hi,0.425
table_2,main,Untreated Compliers,Nov. 2010,lo,0.591
table_2,main,Untreated Compliers,Nov. 2010,hi,0.994
table_2,main,Untreated Compliers,Feb. 2012,lo,-0.001
table_2,main,Untreated Compliers,Feb. 2012,hi,0.310
table_2,main,Untreated Compliers,Aug. 2012,lo,0.393
table_2,main,Untreated Compliers,Aug. 2012,hi,0.779
table_2,main,Untreated Compliers,Nov. 2012,lo,0.755
table_2,main,Untreated Compliers,Nov. 2012,hi,0.845
table_3,main,Household Size = 1,Apr. 2009,est,0.049
table_3,main,Household Size = 1,Feb. 2010,est,0.478
table_3,main,Household Size = 1,Nov. 2010,est,0.399
table_3,main,Household Size = 1,Feb. 2011,est,0.306
table_3,main,Household Size = 1,Apr. 2011,est,0.462
table_3,main,Household Size = 1,Mar. 2012,est,0.446
table_3,main,Household Size = 1,Nov. 2012,est,0.236
table_3,main,Household Size = 1,Apr. 2009,se,0.008
table_3,main,Household Size = 1,Feb. 2010,se,0.165
table_3,main,Household Size = 1,Nov. 2010,se,0.177
table_3,main,Household Size = 1,Feb. 2011,se,0.22
table_3,main,Household Size = 1,Apr. 2011,se,0.183
table_3,main,Household Size = 1,Mar. 2012,se,0.15
table_3,main,Household Size = 1,Nov. 2012,se,0.163
table_3,main,Untreated Compliers HH1,Feb. 2010,est,0.307
table_3,main,Untreated Compliers HH1,Nov. 2010,est,0.437
table_3,main,Untreated Compliers HH1,Feb. 2011,est,0.404
table_3,main,Untreated Compliers HH1,Apr. 2011,est,0.151
table_3,main,Untreated Compliers HH1,Mar. 2012,est,0.158
table_3,main,Untreated Compliers HH1,Nov. 2012,est,0.66
table_3,main,Household Size = 2,Apr. 2009,est,0.035
table_3,main,Household Size = 2,Feb. 2010,est,-0.366
table_3,main,Household Size = 2,Nov. 2010,est,0.06
table_3,main,Household Size = 2,Feb. 2011,est,0.301
table_3,main,Household Size = 2,Apr. 2011,est,0.463
table_3,main,Household Size = 2,Mar. 2012,est,0.043
table_3,main,Household Size = 2,Nov. 2012,est,0.231
table_3,main,Household Size = 2,Apr. 2009,se,0.009
table_3,main,Household Size = 2,Feb. 2010,se,0.322
table_3,main,Household Size = 2,Nov. 2010,se,0.263
table_3,main,Household Size = 2,Feb. 2011,se,0.328
table_3,main,Household Size = 2,Apr. 2011,se,0.276
table_3,main,Household Size = 2,Mar. 2012,se,0.257
table_3,main,Household Size = 2,Nov. 2012,se,0.233
table_3,main,Untreated Compliers HH2,Feb. 2010,est,0.742
table_3,main,Untreated Compliers HH2,Nov. 2010,est,0.735
table_3,main,Untreated Compliers HH2,Feb. 2011,est,0.356
table_3,main,Untreated Compliers HH2,Apr. 2011,est,0.154
table_3,main,Untreated Compliers HH2,Mar. 2012,est,0.172
table_3,main,Untreated Compliers HH2,Nov. 2012,est,0.645
table_3,main,Household Size = 3,Apr. 2009,est,0.044
table_3,main,Household Size = 3,Feb. 2010,est,0.309
table_3,main,Household Size = 3,Nov. 2010,est,0.389
table_3,main,Household Size = 3,Feb. 2011,est,0.149
table_3,main,Household Size = 3,Apr. 2011,est,-0.223
table_3,main,Household Size = 3,Mar. 2012,est,-0.063
table_3,main,Household Size = 3,Nov. 2012,est,0.142
table_3,main,Household Size = 3,Apr. 2009,se,0.018
table_3,main,Household Size = 3,Feb. 2010,se,0.422
table_3,main,Household Size = 3,Nov. 2010,se,0.437
table_3,main,Household Size = 3,Feb. 2011,se,0.487
table_3,main,Household Size = 3,Apr. 2011,se,0.493
table_3,main,Household Size = 3,Mar. 2012,se,0.437
table_3,main,Household Size = 3,Nov. 2012,se,0.409
table_3,main,Untreated Compliers HH3,Feb. 2010,est,0.474
table_3,main,Untreated Compliers HH3,Nov. 2010,est,0.465
table_3,main,Untreated Compliers HH3,Feb. 2011,est,0.582
table_3,main,Untreated Compliers HH3,Apr. 2011,est,0.68
table_3,main,Untreated Compliers HH3,Mar. 2012,est,0.252
table_3,main,Untreated Compliers HH3,Nov. 2012,est,0.949
table_3,main,Pooled Estimate,Apr. 2009,est,0.043
table_3,main,Pooled Estimate,Feb. 2010,est,0.303
table_3,main,Pooled Estimate,Nov. 2010,est,0.303
table_3,main,Pooled Estimate,Feb. 2011,est,0.285
table_3,main,Pooled Estimate,Apr. 2011,est,0.403
table_3,main,Pooled Estimate,Mar. 2012,est,0.311
table_3,main,Pooled Estimate,Nov. 2012,est,0.226
table_3,main,Pooled Estimate,Apr. 2009,se,0.005
table_3,main,Pooled Estimate,Feb. 2010,se,0.139
table_3,main,Pooled Estimate,Nov. 2010,se,0.139
table_3,main,Pooled Estimate,Feb. 2011,se,0.171
table_3,main,Pooled Estimate,Apr. 2011,se,0.146
table_3,main,Pooled Estimate,Mar. 2012,se,0.124
table_3,main,Pooled Estimate,Nov. 2012,se,0.127
table_3,main,Household Size = 1,n,n,16638
table_3,main,Household Size = 2,n,n,16915
table_3,main,Household Size = 3,n,n,5086
table_3,main,Pooled Estimate,n,n,38639
table_4,Presidential on Midterm,Arkansas,1996-98,est,0.179
table_4,Presidential on Midterm,Arkansas,1996-98,se,0.058
table_4,Presidential on Midterm,Arkansas,2000-02,est,0.133
table_4,Presidential on Midterm,Arkansas,2000-02,se,0.049
table_4,Presidential on Midterm,Arkansas,2004-06,est,0.157
table_4,Presidential on Midterm,Arkansas,2004-06,se,0.019
table_4,Presidential on Midterm,Arkansas,2008-10,est,0.106
table_4,Presidential on Midterm,Arkansas,2008-10,se,0.015
table_4,Presidential on Midterm,Colorado,1992-94,est,0.156
table_4,Presidential on Midterm,Colorado,1992-94,se,0.031
table_4,Presidential on Midterm,Colorado,1996-98,est,0.037
table_4,Presidential on Midterm,Colorado,1996-98,se,0.039
table_4,Presidential on Midterm,Colorado,2000-02,est,0.086
table_4,Presidential on Midterm,Colorado,2000-02,se,0.024
table_4,Presidential on Midterm,Colorado,2004-06,est,0.148
table_4,Presidential on Midterm,Colorado,2004-06,se,0.011
table_4,Presidential on Midterm,Connecticut,2000-02,est,0.117
table_4,Presidential on Midterm,Connecticut,2000-02,se,0.026
table_4,Presidential on Midterm,Connecticut,2004-06,est,0.113
table_4,Presidential on Midterm,Connecticut,2004-06,se,0.012
table_4,Presidential on Midterm,Connecticut,2008-10,est,0.083
table_4,Presidential on Midterm,Connecticut,2008-10,se,0.009
table_4,Presidential on Midterm,Iowa,2004-06,est,0.142
table_4,Presidential on Midterm,Iowa,2004-06,se,0.049
table_4,Presidential on Midterm,Iowa,2008-10,est,0.038
table_4,Presidential on Midterm,Iowa,2008-10,se,0.019
table_4,Presidential on Midterm,Illinois,1992-94,est,0.100
table_4,Presidential on Midterm,Illinois,1992-94,se,0.019
table_4,Presidential on Midterm,Illinois,1996-98,est,0.159
table_4,Presidential on Midterm,Illinois,1996-98,se,0.023
table_4,Presidential on Midterm,Illinois,2000-02,est,0.120
table_4,Presidential on Midterm,Illinois,2000-02,se,0.014
table_4,Presidential on Midterm,Illinois,2004-06,est,0.097
table_4,Presidential on Midterm,Illinois,2004-06,se,0.008
table_4,Presidential on Midterm,Illinois,2008-10,est,0.096
table_4,Presidential on Midterm,Illinois,2008-10,se,0.006
table_4,Presidential on Midterm,Florida,1992-94,est,0.184
table_4,Presidential on Midterm,Florida,1992-94,se,0.024
table_4,Presidential on Midterm,Florida,1996-98,est,0.102
table_4,Presidential on Midterm,Florida,1996-98,se,0.019
table_4,Presidential on Midterm,Florida,2000-02,est,0.164
table_4,Presidential on Midterm,Florida,2000-02,se,0.017
table_4,Presidential on Midterm,Florida,2004-06,est,0.223
table_4,Presidential on Midterm,Florida,2004-06,se,0.013
table_4,Presidential on Midterm,Florida,2008-10,est,0.082
table_4,Presidential on Midterm,Florida,2008-10,se,0.005
table_4,Presidential on Midterm,Florida 2005,1992-94,est,0.155
table_4,Presidential on Midterm,Florida 2005,1992-94,se,0.021
table_4,Presidential on Midterm,Florida 2005,1996-98,est,0.060
table_4,Presidential on Midterm,Florida 2005,1996-98,se,0.017
table_4,Presidential on Midterm,Florida 2005,2000-02,est,0.063
table_4,Presidential on Midterm,Florida 2005,2000-02,se,0.018
table_4,Presidential on Midterm,Kentucky,2008-10,est,0.117
table_4,Presidential on Midterm,Kentucky,2008-10,se,0.012
table_4,Presidential on Midterm,Michigan,1996-98,est,0.465
table_4,Presidential on Midterm,Michigan,1996-98,se,0.043
table_4,Presidential on Midterm,Michigan,2000-02,est,0.129
table_4,Presidential on Midterm,Michigan,2000-02,se,0.012
table_4,Presidential on Midterm,Missouri,1992-94,est,0.215
table_4,Presidential on Midterm,Missouri,1992-94,se,0.037
table_4,Presidential on Midterm,Missouri,1996-98,est,0.098
table_4,Presidential on Midterm,Missouri,1996-98,se,0.027
table_4,Presidential on Midterm,Missouri,2000-02,est,0.110
table_4,Presidential on Midterm,Missouri,2000-02,se,0.015
table_4,Presidential on Midterm,Missouri,2004-06,est,0.095
table_4,Presidential on Midterm,Missouri,2004-06,se,0.012
table_4,Presidential on Midterm,Missouri,2008-10,est,0.090
table_4,Presidential on Midterm,Missouri,2008-10,se,0.009
table_4,Presidential on Midterm,Missouri 2005,1992-94,est,0.216
table_4,Presidential on Midterm,Missouri 2005,1992-94,se,0.034
table_4,Presidential on Midterm,Missouri 2005,1996-98,est,0.082
table_4,Presidential on Midterm,Missouri 2005,1996-98,se,0.025
table_4,Presidential on Midterm,Missouri 2005,2000-02,est,0.102
table_4,Presidential on Midterm,Missouri 2005,2000-02,se,0.013
table_4,Presidential on Midterm,Montana,2000-02,est,0.138
table_4,Presidential on Midterm,Montana,2000-02,se,0.053
table_4,Presidential on Midterm,Montana,2004-06,est,0.205
table_4,Presidential on Midterm,Montana,2004-06,se,0.038
table_4,Presidential on Midterm,Montana,2008-10,est,0.122
table_4,Presidential on Midterm,Montana,2008-10,se,0.017
table_4,Presidential on Midterm,New Jersey,2004-06,est,0.081
table_4,Presidential on Midterm,New Jersey,2004-06,se,0.007
table_4,Presidential on Midterm,New Jersey,2008-10,est,0.085
table_4,Presidential on Midterm,New Jersey,2008-10,se,0.005
table_4,Presidential on Midterm,Nevada,2000-02,est,0.238
table_4,Presidential on Midterm,Nevada,2000-02,se,0.051
table_4,Presidential on Midterm,Nevada,2004-06,est,0.150
table_4,Presidential on Midterm,Nevada,2004-06,se,0.019
table_4,Presidential on Midterm,Nevada,2008-10,est,0.169
table_4,Presidential on Midterm,Nevada,2008-10,se,0.015
table_4,Presidential on Midterm,New York,2004-06,est,0.075
table_4,Presidential on Midterm,New York,2004-06,se,0.006
table_4,Presidential on Midterm,New York,2008-10,est,0.060
table_4,Presidential on Midterm,New York,2008-10,se,0.005
table_4,Presidential on Midterm,Oklahoma,2000-02,est,0.156
table_4,Presidential on Midterm,Oklahoma,2000-02,se,0.036
table_4,Presidential on Midterm,Oklahoma,2004-06,est,0.112
table_4,Presidential on Midterm,Oklahoma,2004-06,se,0.017
table_4,Presidential on Midterm,Oklahoma,2008-10,est,0.114
table_4,Presidential on Midterm,Oklahoma,2008-10,se,0.012
table_4,Presidential on Midterm,Oregon,2008-10,est,0.102
table_4,Presidential on Midterm,Oregon,2008-10,se,0.016
table_4,Presidential on Midterm,Pennsylvania,2004-06,est,0.253
table_4,Presidential on Midterm,Pennsylvania,2004-06,se,0.016
table_4,Presidential on Midterm,Pennsylvania,2008-10,est,0.132
table_4,Presidential on Midterm,Pennsylvania,2008-10,se,0.006
table_4,Presidential on Midterm,Rhode Island,2008-10,est,0.066
table_4,Presidential on Midterm,Rhode Island,2008-10,se,0.017
table_4,Presidential on Midterm,Meta-Analysis,1992-94,est,0.147
table_4,Presidential on Midterm,Meta-Analysis,1992-94,se,0.013
table_4,Presidential on Midterm,Meta-Analysis,1996-98,est,0.138
table_4,Presidential on Midterm,Meta-Analysis,1996-98,se,0.011
table_4,Presidential on Midterm,Meta-Analysis,2000-02,est,0.127
table_4,Presidential on Midterm,Meta-Analysis,2000-02,se,0.006
table_4,Presidential on Midterm,Meta-Analysis,2004-06,est,0.109
table_4,Presidential on Midterm,Meta-Analysis,2004-06,se,0.003
table_4,Presidential on Midterm,Meta-Analysis,2008-10,est,0.090
table_4,Presidential on Midterm,Meta-Analysis,2008-10,se,0.002
table_4,Midterm on Presidential,Arkansas,1998-2000,est,1.122
table_4,Midterm on Presidential,Arkansas,1998-2000,se,0.211
table_4,Midterm on Presidential,Arkansas,2002-04,est,0.326
table_4,Midterm on Presidential,Arkansas,2002-04,se,0.150
table_4,Midterm on Presidential,Arkansas,2006-08,est,0.330
table_4,Midterm on Presidential,Arkansas,2006-08,se,0.117
table_4,Midterm on Presidential,Arkansas,2010-12,est,0.200
table_4,Midterm on Presidential,Arkansas,2010-12,se,0.123
table_4,Midterm on Presidential,Colorado,1994-96,est,-0.011
table_4,Midterm on Presidential,Colorado,1994-96,se,0.107
table_4,Midterm on Presidential,Colorado,1998-2000,est,0.074
table_4,Midterm on Presidential,Colorado,1998-2000,se,0.066
table_4,Midterm on Presidential,Colorado,2002-04,est,0.143
table_4,Midterm on Presidential,Colorado,2002-04,se,0.097
table_4,Midterm on Presidential,Colorado,2006-08,est,0.088
table_4,Midterm on Presidential,Colorado,2006-08,se,0.079
table_4,Midterm on Presidential,Connecticut,2002-04,est,0.090
table_4,Midterm on Presidential,Connecticut,2002-04,se,0.156
table_4,Midterm on Presidential,Connecticut,2006-08,est,0.231
table_4,Midterm on Presidential,Connecticut,2006-08,se,0.092
table_4,Midterm on Presidential,Connecticut,2010-12,est,0.097
table_4,Midterm on Presidential,Connecticut,2010-12,se,0.063
table_4,Midterm on Presidential,Iowa,2006-08,est,0.228
table_4,Midterm on Presidential,Iowa,2006-08,se,0.067
table_4,Midterm on Presidential,Iowa,2010-12,est,0.086
table_4,Midterm on Presidential,Iowa,2010-12,se,0.066
table_4,Midterm on Presidential,Illinois,1994-96,est,0.099
table_4,Midterm on Presidential,Illinois,1994-96,se,0.082
table_4,Midterm on Presidential,Illinois,1998-2000,est,0.337
table_4,Midterm on Presidential,Illinois,1998-2000,se,0.092
table_4,Midterm on Presidential,Illinois,2002-04,est,0.185
table_4,Midterm on Presidential,Illinois,2002-04,se,0.071
table_4,Midterm on Presidential,Illinois,2006-08,est,0.238
table_4,Midterm on Presidential,Illinois,2006-08,se,0.067
table_4,Midterm on Presidential,Illinois,2010-12,est,0.041
table_4,Midterm on Presidential,Illinois,2010-12,se,0.059
table_4,Midterm on Presidential,Florida,1994-96,est,-0.047
table_4,Midterm on Presidential,Florida,1994-96,se,0.104
table_4,Midterm on Presidential,Florida,1998-2000,est,0.220
table_4,Midterm on Presidential,Florida,1998-2000,se,0.119
table_4,Midterm on Presidential,Florida,2002-04,est,0.064
table_4,Midterm on Presidential,Florida,2002-04,se,0.066
table_4,Midterm on Presidential,Florida,2006-08,est,0.024
table_4,Midterm on Presidential,Florida,2006-08,se,0.038
table_4,Midterm on Presidential,Florida,2010-12,est,0.014
table_4,Midterm on Presidential,Florida,2010-12,se,0.062
table_4,Midterm on Presidential,Florida 2005,1994-96,est,-0.030
table_4,Midterm on Presidential,Florida 2005,1994-96,se,0.120
table_4,Midterm on Presidential,Florida 2005,1998-2000,est,0.131
table_4,Midterm on Presidential,Florida 2005,1998-2000,se,0.121
table_4,Midterm on Presidential,Florida 2005,2002-04,est,0.141
table_4,Midterm on Presidential,Florida 2005,2002-04,se,0.115
table_4,Midterm on Presidential,Kentucky,2010-12,est,0.235
table_4,Midterm on Presidential,Kentucky,2010-12,se,0.052
table_4,Midterm on Presidential,Michigan,1998-2000,est,0.227
table_4,Midterm on Presidential,Michigan,1998-2000,se,0.058
table_4,Midterm on Presidential,Missouri,1994-96,est,0.162
table_4,Midterm on Presidential,Missouri,1994-96,se,0.085
table_4,Midterm on Presidential,Missouri,1998-2000,est,0.260
table_4,Midterm on Presidential,Missouri,1998-2000,se,0.177
table_4,Midterm on Presidential,Missouri,2002-04,est,0.242
table_4,Midterm on Presidential,Missouri,2002-04,se,0.075
table_4,Midterm on Presidential,Missouri,2006-08,est,0.129
table_4,Midterm on Presidential,Missouri,2006-08,se,0.045
table_4,Midterm on Presidential,Missouri,2010-12,est,0.025
table_4,Midterm on Presidential,Missouri,2010-12,se,0.069
table_4,Midterm on Presidential,Missouri 2005,1994-96,est,0.243
table_4,Midterm on Presidential,Missouri 2005,1994-96,se,0.074
table_4,Midterm on Presidential,Missouri 2005,1998-2000,est,0.319
table_4,Midterm on Presidential,Missouri 2005,1998-2000,se,0.136
table_4,Midterm on Presidential,Missouri 2005,2002-04,est,0.101
table_4,Midterm on Presidential,Missouri 2005,2002-04,se,0.054
table_4,Midterm on Presidential,Montana,2002-04,est,0.425
table_4,Midterm on Presidential,Montana,2002-04,se,0.099
table_4,Midterm on Presidential,Montana,2006-08,est,0.188
table_4,Midterm on Presidential,Montana,2006-08,se,0.059
table_4,Midterm on Presidential,Montana,2010-12,est,0.165
table_4,Midterm on Presidential,Montana,2010-12,se,0.091
table_4,Midterm on Presidential,New Jersey,2006-08,est,0.281
table_4,Midterm on Presidential,New Jersey,2006-08,se,0.092
table_4,Midterm on Presidential,New Jersey,2010-12,est,-0.138
